5440,1175,5
1643,608,5
402,34,4
1552,32,3
1411,1193,5
2455,2797,1
2223,1693,2
2264,1291,4
5967,2841,4
3464,350,3
1458,1617,5
1194,3252,4
1,1035,5
1386,1199,4
3905,1291,4
1648,3398,4
4223,1259,4
3280,224,3
1794,1246,4
392,904,5
3724,1077,3
3129,2371,5
3469,1083,5
2624,3700,2
3821,1810,3
699,351,4
5602,3006,4
3825,2111,1
665,2003,4
5488,1197,3
5831,1410,3
537,154,4
5653,1694,3
2231,2181,3
5861,1,5
2724,1500,3
3411,832,3
457,3271,3
2411,2407,4
1676,1378,4
1980,1358,5
3816,2918,5
398,2064,5
4140,382,2
1194,1126,2
5267,3615,2
3108,2561,3
4725,2447,3
6036,1301,4
1712,2411,2
3309,2455,3
808,1991,4
2685,1350,2
3313,3671,4
2,647,3
956,1411,3
1746,1307,2
4437,2987,1
911,2024,4
4292,589,5
3282,899,5
1605,1417,2
2402,2739,4
1396,1535,4
5601,111,4
1430,1196,5
1842,2440,4
4647,3075,4
2790,541,5
5367,2572,3
1194,1120,3
5831,3000,4
2571,3755,4
4579,1968,3
628,2770,3
1988,1009,3
1717,265,2
4601,165,5
1264,879,2
3675,3617,3
1626,272,4
1473,3578,4
2181,3179,1
2986,525,3
1124,3255,3
2810,2002,3
4478,3360,3
2124,3461,4
4746,1961,4
1463,2533,3
1172,2987,2
1667,494,4
1954,3267,3
710,1552,4
2665,1066,2
4139,760,3
3641,318,2
1755,1500,3
1420,1734,4
1340,2268,3
3128,3477,1
585,2294,2
3808,1970,3
5163,1374,5
2,1225,5
2860,1393,3
3682,1230,5
4568,3798,4
4785,2359,5
1051,2890,3
3641,2858,5
5425,3203,4
1010,3608,3
3425,292,2
3036,3334,4
3270,246,4
1639,3755,4
5369,2353,4
5848,1150,2
2,1801,3
4703,2858,5
2185,471,4
4381,3753,4
5623,2671,4
4592,1285,4
2803,500,1
2131,2315,1
3874,1197,2
2106,543,2
4671,1552,4
1217,1171,5
1791,1223,3
1880,3147,4
4022,1200,5
2,1917,3
3592,2006,4
3277,25,3
3679,1127,3
5209,110,5
3808,3108,3
3688,2932,5
5387,3145,3
5718,356,5
602,2455,4
