1135,2985,3
3589,2617,4
3082,2420,4
5042,2926,3
1790,1694,4
2573,2023,1
2896,3176,3
1891,1213,5
2014,2840,3
4328,733,2
4592,1373,1
3998,3627,5
509,593,4
4458,1206,5
2777,3617,5
4309,3082,4
1984,1393,4
1593,6,3
5371,3169,3
5880,170,2
1232,1466,4
2002,1617,4
639,2057,3
2648,3499,3
2447,2470,4
3155,1954,5
579,2416,5
2177,457,4
1264,2997,5
3311,1882,2
5886,1029,4
1812,2831,3
3985,1617,4
3621,3196,3
1246,875,4
1974,593,4
2073,2160,5
5643,2340,3
1064,493,3
2063,3041,1
4291,1388,3
4726,257,4
4711,2571,5
5788,65,1
3199,3793,4
752,581,4
1863,1196,5
1315,1204,5
4318,110,5
5108,2070,3
2195,2096,1
3641,2119,1
2,3257,3
3618,2550,3
1050,3108,3
5597,366,5
5871,3481,5
4808,592,3
714,10,4
2638,1197,4
1943,367,2
1530,3108,5
3823,2540,4
3486,3615,4
2215,490,3
2,780,3
4126,18,4
4055,3821,3
5916,2289,3
3533,2912,1
4956,912,5
3272,2687,4
2820,1246,2
3626,1327,4
4344,2301,4
3272,1569,3
1340,2322,1
1383,3608,5
2080,50,4
1422,3263,4
2,2916,3
1034,2355,4
1063,2028,5
4852,1358,4
5718,2396,5
4438,2987,3
4387,708,4
5717,1610,4
3883,2947,3
5890,485,1
2926,3861,3
4318,50,4
4373,1333,5
1685,162,2
6012,2959,4
4058,1704,5
1348,908,4
964,2700,4
5412,2006,3
2,3893,1
2115,3255,4
438,1082,4
1467,3113,3
1262,2423,5
5848,508,4
588,3425,5
2,3255,4
5627,2946,2
4932,1295,3
2627,2712,5
2887,2762,4
2,3678,3
3978,2528,4
4386,1092,2
2106,329,1
5161,1097,2
2,1244,3
5648,2396,5
711,2176,4
3191,3824,2
2897,1617,5
2,265,4
2,3068,4
5240,2324,5
4169,3556,4
4790,141,3
4233,1136,4
653,2585,4
800,2529,3
5459,2355,4
716,2161,5
1203,17,4
3669,3555,4
4051,3556,3
4635,594,4
3380,968,5
4732,1358,5
1363,3618,4
392,296,4
5108,2478,1
937,44,4
5483,2253,3
2402,858,5
3357,3752,4
1605,1268,3
4414,1923,4
2110,2657,1
3872,356,5
5367,2058,3
2905,2396,4
1514,3160,4
1514,1580,5
461,1589,2
1222,2858,4
984,2795,2
3896,273,2
1101,527,3
957,1394,4
1489,1374,5
5555,39,2
2787,2871,4
4404,2605,1
5156,2100,4
1465,1380,4
2978,2936,4
2354,1270,4
3125,1541,4
2,1293,5
2817,1196,5
1899,111,5
2091,2555,1
1974,1253,4
4784,1183,3
1891,32,3
1048,902,4
3,1259,5
1285,2805,2
2814,1608,4
476,1606,4
4687,2455,3
1896,1193,4
1860,2427,4
4227,910,4
1206,1690,2
1179,1831,3
2665,377,4
3929,2148,2
3280,1257,4
677,539,5
1274,162,5
4381,1089,5
2885,2145,5
3292,2012,3
1899,1220,3
1958,804,3
3475,3386,3
1296,590,5
4816,1883,1
5026,361,4
3519,3101,2
5946,249,5
1836,1096,5
1352,2997,4
5255,527,5
3509,3489,3
911,1242,5
5864,2882,4
2039,3274,2
3,1378,5
2564,471,2
2704,34,5
4748,492,5
409,1089,5
4227,3768,1
4485,3450,4
2022,1653,4
3720,2521,3
3512,590,4
3487,924,2
3229,1301,1
3416,517,3
3499,2046,3
5811,2005,4
2024,2500,2
4215,1537,4
4287,2115,4
4812,296,5
1242,380,4
3576,2641,3
1546,1918,4
355,3861,3
5286,1226,3
1737,3255,3
5948,1161,5
3450,2280,4
5939,2804,4
3425,3176,2
1392,1994,3
4655,3396,3
5035,356,5
605,1754,4
5046,1729,5
3309,1214,5
5281,2795,4
3988,2424,3
3792,552,3
1084,3481,3
2547,3424,4
5621,524,3
1752,517,3
919,3392,3
1265,1920,1
4650,3552,4
1635,544,2
1430,1240,3
4799,745,4
3393,1334,4
1744,3253,4
4809,901,4
5,1966,2
4904,913,5
2610,3510,4
3308,337,5
5812,2268,5
469,1727,4
1865,1807,2
5,1715,4
5721,111,2
498,2797,3
1434,1367,1
1556,2398,4
5367,2076,4
3119,3156,4
1748,1022,4
2374,2950,4
4745,1028,4
1501,44,3
1780,1485,3
5,733,1
5,1721,1
5420,3398,4
857,908,5
5111,2398,3
1355,1265,4
4098,2001,4
3289,3872,4
3346,1235,5
5747,778,4
3693,1294,4
1358,2377,2
1393,1396,4
2164,2475,4
1884,2944,5
4907,1949,4
1752,3704,4
1490,2115,5
3389,616,2
1927,2454,4
4438,1196,4
3681,1215,3
5841,2959,5
4383,3186,4
3771,1924,1
5,866,4
5747,1225,5
3638,112,3
6006,2054,3
4953,1119,4
2878,3751,3
2878,5,3
5404,2641,4
4808,3051,3
2153,3698,4
4921,111,5
3476,2384,1
2004,2009,3
3930,480,5
3971,1088,4
4904,2681,5
963,2763,4
3180,3836,3
5744,923,4
1141,1226,4
4468,151,4
5,3163,5
3651,42,3
3521,1219,5
4915,3462,5
1638,800,4
3087,2340,4
3917,356,5
1780,1994,2
1591,3501,5
5738,2791,4
5350,1876,1
2403,2021,4
5782,1595,3
4400,1353,4
1243,537,4
5281,1129,4
4375,2380,4
1399,1215,4
5433,1904,4
4089,3203,3
2056,1371,3
3760,1729,4
1647,671,5
3513,2324,5
735,2054,3
3230,1909,2
3410,1237,4
2557,2583,4
3812,1967,3
2489,3386,4
5432,1208,4
4030,1077,4
2962,442,2
3217,434,3
4489,379,3
4048,808,4
4875,527,5
4585,1396,4
4930,2797,5
3892,1552,1
5,1046,5
366,908,4
5,2028,2
5429,2570,5
3390,3296,4
3272,3699,4
3581,1196,4
3885,3266,4
439,1097,5
5156,2414,4
4786,1225,5
1298,912,5
4866,2080,4
3060,50,5
752,1213,2
3931,2108,4
5,2721,3
5389,780,5
3618,1374,3
2224,3114,5
2002,1480,3
5550,1598,4
4336,3,5
4502,1483,5
4379,2589,1
493,1641,5
2934,2301,2
5,2013,3
4386,383,3
1260,2273,4
5140,3206,4
1285,2902,3
1716,1566,5
4708,2712,5
640,3006,5
4255,961,4
4279,2950,1
1878,173,3
4033,3578,4
1680,1127,4
935,434,4
1087,24,2
887,2858,4
1343,924,5
4870,3788,4
1543,3751,3
5,1093,2
5021,2161,3
4122,504,3
1285,2755,3
1266,2166,4
909,1466,5
3505,2138,4
1611,3441,3
5,3051,2
2056,2640,4
3044,1081,3
1181,1959,3
5,1250,5
3275,2067,3
3724,799,4
4080,1086,5
481,2917,3
2262,1200,4
3022,589,4
4888,3067,5
1449,2376,3
678,1025,4
1632,2455,3
2797,1580,3
720,1291,3
5184,2885,5
2461,2858,5
3821,1357,2
2084,1250,4
1465,1036,4
2685,2640,4
543,1620,5
5497,101,4
4484,2866,5
2857,1523,5
4169,471,3
5890,1912,4
1279,2712,3
1457,2502,4
6,1688,5
6,364,4
1030,1479,3
2151,587,3
6,199,5
2018,3551,4
5747,3257,3
5074,3578,4
1970,3114,4
1202,379,2
915,3917,3
4995,1211,2
5705,919,5
916,1961,4
3336,2987,3
2537,3363,4
6,1806,3
4101,3846,4
3602,1206,4
2916,1148,5
809,708,5
5795,1389,1
1015,2143,5
5554,2600,3
5763,32,4
4050,2762,5
1057,3504,3
4708,2700,5
3884,2959,5
1998,1678,3
5475,2457,3
1356,329,1
877,1243,5
1112,2450,1
3688,1230,5
3507,2371,4
6,17,4
4620,1801,4
5641,1405,1
1737,527,4
4002,457,3
5872,293,4
3311,1474,1
5596,2289,4
1941,1992,1
1605,2485,4
362,1372,2
454,3793,3
2946,2406,3
966,1233,5
4167,2302,4
5300,3700,5
4089,528,4
7,3418,3
5949,3146,3
4733,44,2
6006,46,3
2972,3418,3
4422,2759,3
3017,110,5
937,2268,5
4238,2808,2
4728,379,4
1645,2463,4
466,1186,4
2323,1970,3
5811,1956,5
4277,3686,4
687,1591,4
5522,1961,4
1140,3088,5
5164,1936,3
5040,1200,5
8,4,3
4725,1283,3
2181,3702,3
2092,2202,4
3215,3147,4
2849,1294,5
2453,2805,2
808,2315,3
5001,2532,3
2926,424,2
2202,34,3
3672,3257,3
3227,1783,2
3125,520,3
2279,3244,2
2340,1953,5
1134,1284,4
2786,474,5
4806,1193,5
3727,1208,5
509,318,4
765,2140,4
808,1640,3
1733,2763,3
2427,2806,4
457,750,4
2301,3424,4
2272,1089,5
1045,1325,1
5321,2406,2
5142,2657,2
4586,3623,3
5291,3114,5
3915,3005,2
441,2985,3
4927,2412,3
1912,2201,3
4049,1253,5
3203,3835,2
5071,2692,5
1369,3049,2
533,1342,2
8,1357,4
5675,1687,4
2484,1196,5
1109,3264,3
824,3549,3
5468,3635,3
4669,3471,5
556,1222,1
2611,529,4
4602,2231,4
5201,3359,3
899,2134,2
4169,3420,3
713,2915,1
3540,1461,3
4042,368,3
5812,2883,4
5054,2107,1
3830,309,4
8,3246,4
2558,1097,4
1285,3267,3
5391,2076,4
8,3148,3
1278,2109,5
735,2261,3
5976,1625,3
1807,2476,3
352,1413,4
1141,3259,1
3681,1265,5
2846,1517,3
5650,913,4
4774,1783,4
6016,1408,3
1712,3471,4
2293,1291,5
1336,1917,3
1207,1686,2
3205,1370,3
3075,858,5
2242,1429,4
5721,2300,3
622,2324,4
8,1213,5
2413,3929,3
4227,2068,2
4112,2617,3
4281,2951,4
515,1208,4
8,1735,4
5555,502,1
1138,3408,5
2046,2792,3
2537,1677,1
4388,1892,3
2859,1372,4
2853,1923,4
2330,661,2
5593,296,4
5433,2112,5
714,1013,5
3600,380,4
904,2854,3
1354,1888,4
676,3387,1
937,2571,5
5367,508,3
2500,161,4
5113,3489,1
1172,1973,1
